Date,AMZN,^GSPC
2015-04-28,429.30999755859375,2114.760009765625
2015-04-29,429.3699951171875,2106.85009765625
2015-04-30,421.7799987792969,2085.510009765625
2015-05-01,422.8699951171875,2108.2900390625
2015-05-04,423.0400085449219,2114.489990234375
2015-05-05,421.19000244140625,2089.4599609375
2015-05-06,419.1000061035156,2080.14990234375
2015-05-07,426.8800048828125,2088.0
2015-05-08,433.69000244140625,2116.10009765625
2015-05-11,432.8500061035156,2105.330078125
2015-05-12,431.0199890136719,2099.1201171875
2015-05-13,426.8699951171875,2098.47998046875
2015-05-14,432.2799987792969,2121.10009765625
2015-05-15,426.0,2122.72998046875
2015-05-18,425.239990234375,2129.199951171875
2015-05-19,421.7099914550781,2127.830078125
2015-05-20,423.8599853515625,2125.85009765625
2015-05-21,431.6300048828125,2130.820068359375
2015-05-22,427.6300048828125,2126.06005859375
2015-05-26,425.4700012207031,2104.199951171875
2015-05-27,431.4200134277344,2123.47998046875
2015-05-28,426.57000732421875,2120.7900390625
2015-05-29,429.2300109863281,2107.389892578125
2015-06-01,430.9200134277344,2111.72998046875
2015-06-02,430.989990234375,2109.60009765625
2015-06-03,436.5899963378906,2114.070068359375
2015-06-04,430.7799987792969,2095.840087890625
2015-06-05,426.95001220703125,2092.830078125
2015-06-08,423.5,2079.280029296875
2015-06-09,425.4800109863281,2080.14990234375
2015-06-10,430.7699890136719,2105.199951171875
2015-06-11,432.9700012207031,2108.860107421875
2015-06-12,429.9200134277344,2094.110107421875
2015-06-15,423.6700134277344,2084.429931640625
2015-06-16,427.260009765625,2096.2900390625
2015-06-17,427.80999755859375,2100.43994140625
2015-06-18,439.3900146484375,2121.239990234375
2015-06-19,434.9200134277344,2109.989990234375
2015-06-22,436.2900085449219,2122.85009765625
2015-06-23,445.989990234375,2124.199951171875
2015-06-24,440.8399963378906,2108.580078125
2015-06-25,440.1000061035156,2102.31005859375
2015-06-26,438.1000061035156,2101.489990234375
2015-06-29,429.8599853515625,2057.639892578125
2015-06-30,434.0899963378906,2063.110107421875
2015-07-01,437.3900146484375,2077.419921875
2015-07-02,437.7099914550781,2076.780029296875
2015-07-06,436.0400085449219,2068.760009765625
2015-07-07,436.7200012207031,2081.340087890625
2015-07-08,429.70001220703125,2046.6800537109375
2015-07-09,434.3900146484375,2051.31005859375
2015-07-10,443.510009765625,2076.6201171875
2015-07-13,455.57000732421875,2099.60009765625
2015-07-14,465.57000732421875,2108.949951171875
2015-07-15,461.19000244140625,2107.39990234375
2015-07-16,475.4800109863281,2124.2900390625
2015-07-17,483.010009765625,2126.639892578125
2015-07-20,488.1000061035156,2128.280029296875
2015-07-21,488.0,2119.2099609375
2015-07-22,488.2699890136719,2114.14990234375
2015-07-23,482.17999267578125,2102.14990234375
2015-07-24,529.4199829101562,2079.64990234375
2015-07-27,531.4099731445312,2067.639892578125
2015-07-28,526.030029296875,2093.25
2015-07-29,529.0,2108.570068359375
2015-07-30,536.760009765625,2108.6298828125
2015-07-31,536.1500244140625,2103.840087890625
2015-08-03,535.030029296875,2098.0400390625
2015-08-04,531.9000244140625,2093.320068359375
2015-08-05,537.010009765625,2099.840087890625
2015-08-06,529.4600219726562,2083.56005859375
2015-08-07,522.6199951171875,2077.570068359375
2015-08-10,524.0,2104.179931640625
2015-08-11,527.4600219726562,2084.070068359375
2015-08-12,525.9099731445312,2086.050048828125
2015-08-13,529.6599731445312,2083.389892578125
2015-08-14,531.52001953125,2091.5400390625
2015-08-17,535.219970703125,2102.43994140625
2015-08-18,535.02001953125,2096.919921875
2015-08-19,532.9199829101562,2079.610107421875
2015-08-20,515.780029296875,2035.72998046875
2015-08-21,494.4700012207031,1970.8900146484375
2015-08-24,463.3699951171875,1893.2099609375
2015-08-25,466.3699951171875,1867.6099853515625
2015-08-26,500.7699890136719,1940.510009765625
2015-08-27,518.3699951171875,1987.6600341796875
2015-08-28,518.010009765625,1988.8699951171875
2015-08-31,512.8900146484375,1972.1800537109375
2015-09-01,496.5400085449219,1913.8499755859375
2015-09-02,510.54998779296875,1948.8599853515625
2015-09-03,504.7200012207031,1951.1300048828125
2015-09-04,499.0,1921.219970703125
2015-09-08,517.5399780273438,1969.4100341796875
2015-09-09,516.8900146484375,1942.0400390625
2015-09-10,522.239990234375,1952.2900390625
2015-09-11,529.4400024414062,1961.050048828125
2015-09-14,521.3800048828125,1953.030029296875
2015-09-15,522.3699951171875,1978.0899658203125
2015-09-16,527.3900146484375,1995.31005859375
2015-09-17,538.8699951171875,1990.199951171875
2015-09-18,540.260009765625,1958.030029296875
2015-09-21,548.3900146484375,1966.969970703125
2015-09-22,538.4000244140625,1942.739990234375
2015-09-23,536.0700073242188,1938.760009765625
2015-09-24,533.75,1932.239990234375
2015-09-25,524.25,1931.3399658203125
2015-09-28,504.05999755859375,1881.77001953125
2015-09-29,496.07000732421875,1884.0899658203125
2015-09-30,511.8900146484375,1920.030029296875
2015-10-01,520.719970703125,1923.8199462890625
2015-10-02,532.5399780273438,1951.3599853515625
2015-10-05,543.6799926757812,1987.050048828125
2015-10-06,537.47998046875,1979.9200439453125
2015-10-07,541.9400024414062,1995.8299560546875
2015-10-08,533.1599731445312,2013.4300537109375
2015-10-09,539.7999877929688,2014.8900146484375
2015-10-12,550.1900024414062,2017.4599609375
2015-10-13,548.9000244140625,2003.68994140625
2015-10-14,544.8300170898438,1994.239990234375
2015-10-15,562.4400024414062,2023.8599853515625
2015-10-16,570.760009765625,2033.1099853515625
2015-10-19,573.1500244140625,2033.6600341796875
2015-10-20,560.8800048828125,2030.77001953125
2015-10-21,555.77001953125,2018.93994140625
2015-10-22,563.9099731445312,2052.510009765625
2015-10-23,599.030029296875,2075.14990234375
2015-10-26,608.6099853515625,2071.179931640625
2015-10-27,611.010009765625,2065.889892578125
2015-10-28,617.0999755859375,2090.35009765625
2015-10-29,626.5499877929688,2089.409912109375
2015-10-30,625.9000244140625,2079.360107421875
2015-11-02,628.3499755859375,2104.050048828125
2015-11-03,625.3099975585938,2109.7900390625
2015-11-04,640.9500122070312,2102.31005859375
2015-11-05,655.6500244140625,2099.929931640625
2015-11-06,659.3699951171875,2099.199951171875
2015-11-09,655.489990234375,2078.580078125
2015-11-10,659.6799926757812,2081.719970703125
2015-11-11,673.25,2075.0
2015-11-12,665.5999755859375,2045.969970703125
2015-11-13,642.3499755859375,2023.0400390625
2015-11-16,647.8099975585938,2053.18994140625
2015-11-17,643.2999877929688,2050.43994140625
2015-11-18,663.5399780273438,2083.580078125
2015-11-19,661.27001953125,2081.239990234375
2015-11-20,668.4500122070312,2089.169921875
2015-11-23,678.989990234375,2086.590087890625
2015-11-24,671.1500244140625,2089.139892578125
2015-11-25,675.3400268554688,2088.8701171875
2015-11-27,673.260009765625,2090.110107421875
2015-11-30,664.7999877929688,2080.409912109375
2015-12-01,679.0599975585938,2102.6298828125
2015-12-02,676.010009765625,2079.510009765625
2015-12-03,666.25,2049.6201171875
2015-12-04,672.6400146484375,2091.68994140625
2015-12-07,669.8300170898438,2077.070068359375
2015-12-08,677.3300170898438,2063.590087890625
2015-12-09,664.7899780273438,2047.6199951171875
2015-12-10,662.3200073242188,2052.22998046875
2015-12-11,640.1500244140625,2012.3699951171875
2015-12-14,657.9099731445312,2021.93994140625
2015-12-15,658.6400146484375,2043.4100341796875
2015-12-16,675.77001953125,2073.070068359375
2015-12-17,670.6500244140625,2041.8900146484375
2015-12-18,664.1400146484375,2005.550048828125
2015-12-21,664.510009765625,2021.1500244140625
2015-12-22,663.1500244140625,2038.969970703125
2015-12-23,663.7000122070312,2064.2900390625
2015-12-24,662.7899780273438,2060.989990234375
2015-12-28,675.2000122070312,2056.5
2015-12-29,693.969970703125,2078.360107421875
2015-12-30,689.0700073242188,2063.360107421875
2015-12-31,675.8900146484375,2043.93994140625
2016-01-04,636.989990234375,2012.6600341796875
2016-01-05,633.7899780273438,2016.7099609375
2016-01-06,632.6500244140625,1990.260009765625
2016-01-07,607.9400024414062,1943.0899658203125
2016-01-08,607.0499877929688,1922.030029296875
2016-01-11,617.739990234375,1923.6700439453125
2016-01-12,617.8900146484375,1938.6800537109375
2016-01-13,581.8099975585938,1890.280029296875
2016-01-14,593.0,1921.8399658203125
2016-01-15,570.1799926757812,1880.3299560546875
2016-01-19,574.47998046875,1881.3299560546875
2016-01-20,571.77001953125,1859.3299560546875
2016-01-21,575.02001953125,1868.989990234375
2016-01-22,596.3800048828125,1906.9000244140625
2016-01-25,596.530029296875,1877.0799560546875
2016-01-26,601.25,1903.6300048828125
2016-01-27,583.3499755859375,1882.949951171875
2016-01-28,635.3499755859375,1893.3599853515625
2016-01-29,587.0,1940.239990234375
2016-02-01,574.8099975585938,1939.3800048828125
2016-02-02,552.0999755859375,1903.030029296875
2016-02-03,531.0700073242188,1912.530029296875
2016-02-04,536.260009765625,1915.449951171875
2016-02-05,502.1300048828125,1880.050048828125
2016-02-08,488.1000061035156,1853.43994140625
2016-02-09,482.07000732421875,1852.2099609375
2016-02-10,490.4800109863281,1851.8599853515625
2016-02-11,503.82000732421875,1829.0799560546875
2016-02-12,507.0799865722656,1864.780029296875
2016-02-16,521.0999755859375,1895.5799560546875
2016-02-17,534.0999755859375,1926.8199462890625
2016-02-18,525.0,1917.8299560546875
2016-02-19,534.9000244140625,1917.780029296875
2016-02-22,559.5,1945.5
2016-02-23,552.9400024414062,1921.27001953125
2016-02-24,554.0399780273438,1929.800048828125
2016-02-25,555.1500244140625,1951.699951171875
2016-02-26,555.22998046875,1948.050048828125
2016-02-29,552.52001953125,1932.22998046875
2016-03-01,579.0399780273438,1978.3499755859375
2016-03-02,580.2100219726562,1986.449951171875
2016-03-03,577.489990234375,1993.4000244140625
2016-03-04,575.1400146484375,1999.989990234375
2016-03-07,562.7999877929688,2001.760009765625
2016-03-08,560.260009765625,1979.260009765625
2016-03-09,559.469970703125,1989.260009765625
2016-03-10,558.9299926757812,1989.5699462890625
2016-03-11,569.6099853515625,2022.18994140625
2016-03-14,573.3699951171875,2019.6400146484375
2016-03-15,577.02001953125,2015.9300537109375
2016-03-16,574.27001953125,2027.219970703125
2016-03-17,559.4400024414062,2040.5899658203125
2016-03-18,552.0800170898438,2049.580078125
2016-03-21,553.97998046875,2051.60009765625
2016-03-22,560.47998046875,2049.800048828125
2016-03-23,569.6300048828125,2036.7099609375
2016-03-24,582.9500122070312,2035.93994140625
2016-03-28,579.8699951171875,2037.050048828125
2016-03-29,593.8599853515625,2055.010009765625
2016-03-30,598.6900024414062,2063.949951171875
2016-03-31,593.6400146484375,2059.739990234375
2016-04-01,598.5,2072.780029296875
2016-04-04,593.1900024414062,2066.1298828125
2016-04-05,586.1400146484375,2045.1700439453125
2016-04-06,602.0800170898438,2066.659912109375
2016-04-07,591.4299926757812,2041.9100341796875
2016-04-08,594.5999755859375,2047.5999755859375
2016-04-11,595.9299926757812,2041.989990234375
2016-04-12,603.1699829101562,2061.719970703125
2016-04-13,614.8200073242188,2082.419921875
2016-04-14,620.75,2082.780029296875
2016-04-15,625.8900146484375,2080.72998046875
2016-04-18,635.3499755859375,2094.340087890625
2016-04-19,627.9000244140625,2100.800048828125
2016-04-20,632.989990234375,2102.39990234375
2016-04-21,631.0,2091.47998046875
2016-04-22,620.5,2091.580078125
2016-04-25,626.2000122070312,2087.7900390625
2016-04-26,616.8800048828125,2091.699951171875
2016-04-27,606.5700073242188,2095.14990234375
2016-04-28,602.0,2075.81005859375
2016-04-29,659.5900268554688,2065.300048828125
2016-05-02,683.8499755859375,2081.429931640625
2016-05-03,671.3200073242188,2063.3701171875
2016-05-04,670.9000244140625,2051.1201171875
2016-05-05,659.0900268554688,2050.6298828125
2016-05-06,673.9500122070312,2057.139892578125
2016-05-09,679.75,2058.68994140625
2016-05-10,703.0700073242188,2084.389892578125
2016-05-11,713.22998046875,2064.4599609375
2016-05-12,717.9299926757812,2064.110107421875
2016-05-13,709.9199829101562,2046.6099853515625
2016-05-16,710.6599731445312,2066.659912109375
2016-05-17,695.27001953125,2047.2099609375
2016-05-18,697.4500122070312,2047.6300048828125
2016-05-19,698.52001953125,2040.0400390625
2016-05-20,702.7999877929688,2052.320068359375
2016-05-23,696.75,2048.0400390625
2016-05-24,704.2000122070312,2076.06005859375
2016-05-25,708.3499755859375,2090.5400390625
2016-05-26,714.9099731445312,2090.10009765625
2016-05-27,712.239990234375,2099.06005859375
2016-05-31,722.7899780273438,2096.949951171875
2016-06-01,719.4400024414062,2099.330078125
2016-06-02,728.239990234375,2105.260009765625
2016-06-03,725.5399780273438,2099.1298828125
2016-06-06,726.72998046875,2109.409912109375
2016-06-07,723.739990234375,2112.1298828125
2016-06-08,726.6400146484375,2119.1201171875
2016-06-09,727.6500244140625,2115.47998046875
2016-06-10,717.9099731445312,2096.070068359375
2016-06-13,715.239990234375,2079.06005859375
2016-06-14,719.2999877929688,2075.320068359375
2016-06-15,714.260009765625,2071.5
2016-06-16,717.510009765625,2077.989990234375
2016-06-17,706.3900146484375,2071.219970703125
2016-06-20,714.010009765625,2083.25
2016-06-21,715.8200073242188,2088.89990234375
2016-06-22,710.5999755859375,2085.449951171875
2016-06-23,722.0800170898438,2113.320068359375
2016-06-24,698.9600219726562,2037.4100341796875
2016-06-27,691.3599853515625,2000.5400390625
2016-06-28,707.9500122070312,2036.0899658203125
2016-06-29,715.5999755859375,2070.77001953125
2016-06-30,715.6199951171875,2098.860107421875
2016-07-01,725.6799926757812,2102.949951171875
2016-07-05,728.0999755859375,2088.550048828125
2016-07-06,737.6099853515625,2099.72998046875
2016-07-07,736.5700073242188,2097.89990234375
2016-07-08,745.8099975585938,2129.89990234375
2016-07-11,753.780029296875,2137.159912109375
2016-07-12,748.2100219726562,2152.139892578125
2016-07-13,742.6300048828125,2152.429931640625
2016-07-14,741.2000122070312,2163.75
2016-07-15,735.4400024414062,2161.739990234375
2016-07-18,736.0700073242188,2166.889892578125
2016-07-19,739.9500122070312,2163.780029296875
2016-07-20,745.719970703125,2173.02001953125
2016-07-21,744.4299926757812,2165.169921875
2016-07-22,744.8599853515625,2175.030029296875
2016-07-25,739.6099853515625,2168.47998046875
2016-07-26,735.5900268554688,2169.179931640625
2016-07-27,736.6699829101562,2166.580078125
2016-07-28,752.6099853515625,2170.06005859375
2016-07-29,758.8099975585938,2173.60009765625
2016-08-01,767.739990234375,2170.840087890625
2016-08-02,760.5800170898438,2157.030029296875
2016-08-03,754.6400146484375,2163.7900390625
2016-08-04,760.77001953125,2164.25
2016-08-05,765.97998046875,2182.8701171875
2016-08-08,766.5599975585938,2180.889892578125
2016-08-09,768.3099975585938,2181.739990234375
2016-08-10,768.5599975585938,2175.489990234375
2016-08-11,771.239990234375,2185.7900390625
2016-08-12,772.5599975585938,2184.050048828125
2016-08-15,768.489990234375,2190.14990234375
2016-08-16,764.0399780273438,2178.14990234375
2016-08-17,764.6300048828125,2182.219970703125
2016-08-18,764.4600219726562,2187.02001953125
2016-08-19,757.3099975585938,2183.8701171875
2016-08-22,759.47998046875,2182.639892578125
2016-08-23,762.4500122070312,2186.89990234375
2016-08-24,757.25,2175.43994140625
2016-08-25,759.219970703125,2172.469970703125
2016-08-26,769.0,2169.0400390625
2016-08-29,771.2899780273438,2180.3798828125
2016-08-30,767.5800170898438,2176.1201171875
2016-08-31,769.1599731445312,2170.949951171875
2016-09-01,770.6199951171875,2170.860107421875
2016-09-02,772.4400024414062,2179.97998046875
2016-09-06,788.8699951171875,2186.47998046875
2016-09-07,784.47998046875,2186.159912109375
2016-09-08,784.0599975585938,2181.300048828125
2016-09-09,760.1400146484375,2127.81005859375
2016-09-12,771.489990234375,2159.0400390625
2016-09-13,761.010009765625,2127.02001953125
2016-09-14,761.0900268554688,2125.77001953125
2016-09-15,769.6900024414062,2147.260009765625
2016-09-16,778.52001953125,2139.159912109375
2016-09-19,775.0999755859375,2139.1201171875
2016-09-20,780.219970703125,2139.760009765625
2016-09-21,789.739990234375,2163.1201171875
2016-09-22,804.7000122070312,2177.179931640625
2016-09-23,805.75,2164.68994140625
2016-09-26,799.1599731445312,2146.10009765625
2016-09-27,816.1099853515625,2159.929931640625
2016-09-28,828.719970703125,2171.3701171875
2016-09-29,829.0499877929688,2151.1298828125
2016-09-30,837.3099975585938,2168.27001953125
2016-10-03,836.739990234375,2161.199951171875
2016-10-04,834.030029296875,2150.489990234375
2016-10-05,844.3599853515625,2159.72998046875
2016-10-06,841.6599731445312,2160.77001953125
2016-10-07,839.4299926757812,2153.739990234375
2016-10-10,841.7100219726562,2163.659912109375
2016-10-11,831.0,2136.72998046875
2016-10-12,834.0900268554688,2139.179931640625
2016-10-13,829.280029296875,2132.550048828125
2016-10-14,822.9600219726562,2132.97998046875
2016-10-17,812.9500122070312,2126.5
2016-10-18,817.6500244140625,2139.60009765625
2016-10-19,817.6900024414062,2144.2900390625
2016-10-20,810.3200073242188,2141.340087890625
2016-10-21,818.989990234375,2141.159912109375
2016-10-24,838.0900268554688,2151.330078125
2016-10-25,835.1799926757812,2143.159912109375
2016-10-26,822.5900268554688,2139.429931640625
2016-10-27,818.3599853515625,2133.0400390625
2016-10-28,776.3200073242188,2126.409912109375
2016-10-31,789.8200073242188,2126.14990234375
2016-11-01,785.4099731445312,2111.719970703125
2016-11-02,765.5599975585938,2097.93994140625
2016-11-03,767.030029296875,2088.659912109375
2016-11-04,755.0499877929688,2085.179931640625
2016-11-07,784.9299926757812,2131.52001953125
2016-11-08,787.75,2139.56005859375
2016-11-09,771.8800048828125,2163.260009765625
2016-11-10,742.3800048828125,2167.47998046875
2016-11-11,739.010009765625,2164.449951171875
2016-11-14,719.0700073242188,2164.199951171875
2016-11-15,743.239990234375,2180.389892578125
2016-11-16,746.489990234375,2176.93994140625
2016-11-17,756.4000244140625,2187.1201171875
2016-11-18,760.1599731445312,2181.89990234375
2016-11-21,780.0,2198.179931640625
2016-11-22,785.3300170898438,2202.93994140625
2016-11-23,780.1199951171875,2204.719970703125
2016-11-25,780.3699951171875,2213.35009765625
2016-11-28,766.77001953125,2201.719970703125
2016-11-29,762.52001953125,2204.659912109375
2016-11-30,750.5700073242188,2198.81005859375
2016-12-01,743.6500244140625,2191.080078125
2016-12-02,740.3400268554688,2191.949951171875
2016-12-05,759.3599853515625,2204.7099609375
2016-12-06,764.719970703125,2212.22998046875
2016-12-07,770.4199829101562,2241.35009765625
2016-12-08,767.3300170898438,2246.18994140625
2016-12-09,768.6599731445312,2259.530029296875
2016-12-12,760.1199951171875,2256.9599609375
2016-12-13,774.3400268554688,2271.719970703125
2016-12-14,768.8200073242188,2253.280029296875
2016-12-15,761.0,2262.030029296875
2016-12-16,757.77001953125,2258.070068359375
2016-12-19,766.0,2262.530029296875
2016-12-20,771.219970703125,2270.760009765625
2016-12-21,770.5999755859375,2265.179931640625
2016-12-22,766.3400268554688,2260.9599609375
2016-12-23,760.5900268554688,2263.7900390625
2016-12-27,771.4000244140625,2268.8798828125
2016-12-28,772.1300048828125,2249.919921875
2016-12-29,765.1500244140625,2249.260009765625
2016-12-30,749.8699951171875,2238.830078125
2017-01-03,753.6699829101562,2257.830078125
2017-01-04,757.1799926757812,2270.75
2017-01-05,780.4500122070312,2269.0
2017-01-06,795.989990234375,2276.97998046875
2017-01-09,796.9199829101562,2268.89990234375
2017-01-10,795.9000244140625,2268.89990234375
2017-01-11,799.02001953125,2275.320068359375
2017-01-12,813.6400146484375,2270.43994140625
2017-01-13,817.1400146484375,2274.639892578125
2017-01-17,809.719970703125,2267.889892578125
2017-01-18,807.47998046875,2271.889892578125
2017-01-19,809.0399780273438,2263.68994140625
2017-01-20,808.3300170898438,2271.31005859375
2017-01-23,817.8800048828125,2265.199951171875
2017-01-24,822.4400024414062,2280.070068359375
2017-01-25,836.52001953125,2298.3701171875
2017-01-26,839.1500244140625,2296.679931640625
2017-01-27,835.77001953125,2294.68994140625
2017-01-30,830.3800048828125,2280.89990234375
2017-01-31,823.47998046875,2278.8701171875
2017-02-01,832.3499755859375,2279.550048828125
2017-02-02,839.9500122070312,2280.85009765625
2017-02-03,810.2000122070312,2297.419921875
2017-02-06,807.6400146484375,2292.56005859375
2017-02-07,812.5,2293.080078125
2017-02-08,819.7100219726562,2294.669921875
2017-02-09,821.3599853515625,2307.8701171875
2017-02-10,827.4600219726562,2316.10009765625
2017-02-13,836.530029296875,2328.25
2017-02-14,836.3900146484375,2337.580078125
2017-02-15,842.7000122070312,2349.25
2017-02-16,844.1400146484375,2347.219970703125
2017-02-17,845.0700073242188,2351.159912109375
2017-02-21,856.4400024414062,2365.3798828125
2017-02-22,855.6099853515625,2362.820068359375
2017-02-23,852.1900024414062,2363.81005859375
2017-02-24,845.239990234375,2367.340087890625
2017-02-27,848.6400146484375,2369.75
2017-02-28,845.0399780273438,2363.639892578125
2017-03-01,853.0800170898438,2395.9599609375
2017-03-02,848.9099731445312,2381.919921875
2017-03-03,849.8800048828125,2383.1201171875
2017-03-06,846.6099853515625,2375.31005859375
2017-03-07,846.02001953125,2368.389892578125
2017-03-08,850.5,2362.97998046875
2017-03-09,853.0,2364.8701171875
2017-03-10,852.4600219726562,2372.60009765625
2017-03-13,854.5900268554688,2373.469970703125
2017-03-14,852.530029296875,2365.449951171875
2017-03-15,852.969970703125,2385.260009765625
2017-03-16,853.4199829101562,2381.3798828125
2017-03-17,852.3099975585938,2378.25
2017-03-20,856.969970703125,2373.469970703125
2017-03-21,843.2000122070312,2344.02001953125
2017-03-22,848.0599975585938,2348.449951171875
2017-03-23,847.3800048828125,2345.9599609375
2017-03-24,845.6099853515625,2343.97998046875
2017-03-27,846.8200073242188,2341.590087890625
2017-03-28,856.0,2358.570068359375
2017-03-29,874.3200073242188,2361.1298828125
2017-03-30,876.3400268554688,2368.06005859375
2017-03-31,886.5399780273438,2362.719970703125
2017-04-03,891.510009765625,2358.840087890625
2017-04-04,906.8300170898438,2360.159912109375
2017-04-05,909.280029296875,2352.949951171875
2017-04-06,898.280029296875,2357.489990234375
2017-04-07,894.8800048828125,2355.5400390625
2017-04-10,907.0399780273438,2357.159912109375
2017-04-11,902.3599853515625,2353.780029296875
2017-04-12,896.22998046875,2344.929931640625
2017-04-13,884.6699829101562,2328.949951171875
2017-04-17,901.989990234375,2349.010009765625
2017-04-18,903.780029296875,2342.18994140625
2017-04-19,899.2000122070312,2338.169921875
2017-04-20,902.0599975585938,2355.840087890625
2017-04-21,898.530029296875,2348.68994140625
2017-04-24,907.4099731445312,2374.14990234375
2017-04-25,907.6199951171875,2388.610107421875
2017-04-26,909.2899780273438,2387.449951171875
2017-04-27,918.3800048828125,2388.77001953125
2017-04-28,924.989990234375,2384.199951171875
2017-05-01,948.22998046875,2388.330078125
2017-05-02,946.9400024414062,2391.169921875
2017-05-03,941.030029296875,2388.1298828125
2017-05-04,937.530029296875,2389.52001953125
2017-05-05,934.1500244140625,2399.2900390625
2017-05-08,949.0399780273438,2399.3798828125
2017-05-09,952.8200073242188,2396.919921875
2017-05-10,948.9500122070312,2399.6298828125
2017-05-11,947.6199951171875,2394.43994140625
2017-05-12,961.3499755859375,2390.89990234375
2017-05-15,957.969970703125,2402.320068359375
2017-05-16,966.0700073242188,2400.669921875
2017-05-17,944.760009765625,2357.030029296875
2017-05-18,958.489990234375,2365.719970703125
2017-05-19,959.8400268554688,2381.72998046875
2017-05-22,970.6699829101562,2394.02001953125
2017-05-23,971.5399780273438,2398.419921875
2017-05-24,980.3499755859375,2404.389892578125
2017-05-25,993.3800048828125,2415.070068359375
2017-05-26,995.780029296875,2415.820068359375
2017-05-30,996.7000122070312,2412.909912109375
2017-05-31,994.6199951171875,2411.800048828125
2017-06-01,995.9500122070312,2430.06005859375
2017-06-02,1006.72998046875,2439.070068359375
2017-06-05,1011.3400268554688,2436.10009765625
2017-06-06,1003.0,2429.330078125
2017-06-07,1010.0700073242188,2433.139892578125
2017-06-08,1010.27001953125,2433.7900390625
2017-06-09,978.3099975585938,2431.77001953125
2017-06-12,964.9099731445312,2429.389892578125
2017-06-13,980.7899780273438,2440.35009765625
2017-06-14,976.469970703125,2437.919921875
2017-06-15,964.1699829101562,2432.4599609375
2017-06-16,987.7100219726562,2433.14990234375
2017-06-19,995.1699829101562,2453.4599609375
2017-06-20,992.5900268554688,2437.030029296875
