Date,XAU,GDX,GLD
11/22/2018,1226.7,,
11/23/2018,1222.44,19.36,115.77
11/26/2018,1222.28,19.26,115.64
11/27/2018,1214.31,18.87,114.95
11/28/2018,1221.03,19.34,115.38
11/29/2018,1223.61,19.17,115.74
11/30/2018,1221.88,19.09,115.54
12/3/2018,1231,19.44,116.41
12/4/2018,1238.16,19.6,117.12
12/5/2018,1237.48,,
12/6/2018,1237.61,19.71,117.14
12/7/2018,1247.71,20.2,118.09
12/10/2018,1244.51,20.13,117.68
12/11/2018,1242.85,20.01,117.54
12/12/2018,1245.4,20.44,117.79
12/13/2018,1242.06,20.48,117.53
12/14/2018,1238.12,20.12,117.06
12/17/2018,1245.8199,20.61,117.87
12/18/2018,1249.29,21.09,118.15
12/19/2018,1243.01,19.95,117.43
12/20/2018,1259.76,20.67,119.24
12/21/2018,1255.92,20.44,118.72
12/24/2018,1268.49,21.09,120.02
12/25/2018,,,
12/26/2018,1266.9,20.62,119.66
12/27/2018,1275.13,20.97,120.57
12/28/2018,1280.67,20.6,121.06
12/31/2018,1282.73,21.09,121.25
1/1/2019,1282.17,,
1/2/2019,1284.74,21.05,121.33
1/3/2019,1293.61,21.48,122.43
1/4/2019,1284.83,21.3,121.44
1/7/2019,1288.63,21.04,121.86
1/8/2019,1284.85,21.05,121.53
1/9/2019,1293.05,21.32,122.31
1/10/2019,1286.3199,21,121.59
1/11/2019,1287.5,21.08,121.8
1/14/2019,1291.6899,20.93,122.09
1/15/2019,1289.24,20.61,121.88
1/16/2019,1293.4399,20.6,122.27
1/17/2019,1291.4,20.66,122.11
1/18/2019,1281.11,20.31,121.02
1/21/2019,1279.53,,
1/22/2019,1284.64,20.45,121.45
1/23/2019,1282.01,20.49,121.28
1/24/2019,1280.56,20.5,121.09
1/25/2019,1303.14,21.18,122.86
1/28/2019,1303.46,21.45,123.29
1/29/2019,1311.86,21.97,123.98
1/30/2019,1319.51,22.18,124.69
1/31/2019,1320.56,22.69,124.75
2/1/2019,1317.9301,22.57,124.5
2/4/2019,1311.6899,22.49,123.96
2/5/2019,1314.95,22.61,124.28
2/6/2019,1306.15,22.22,123.44
2/7/2019,1310.03,22.03,123.74
2/8/2019,1313.99,22.34,124.21
2/11/2019,1308.26,22.08,123.6
2/12/2019,1310.51,22.05,123.86
2/13/2019,1306.12,21.92,123.37
2/14/2019,1312.48,22.14,124.06
2/15/2019,1321.01,22.43,124.8
2/18/2019,1326.15,,
2/19/2019,1341.08,23.14,126.7
2/20/2019,1338.41,23.36,126.48
2/21/2019,1323.11,22.98,125.05
2/22/2019,1327.71,23.06,125.5
2/25/2019,1327.0601,22.77,125.37
2/26/2019,1328.56,22.73,125.58
2/27/2019,1319.8,22.35,124.69
2/28/2019,1312.66,22.24,123.99
3/1/2019,1293.3123,21.7,121.88
3/4/2019,1286.415,21.85,121.56
3/5/2019,1287.1801,21.97,121.72
3/6/2019,1286.36,21.52,121.61
3/7/2019,1285.495,21.79,121.51
3/8/2019,1298.01,22.37,122.84
3/11/2019,1294,22.29,122.24
3/12/2019,1301.76,22.68,122.98
3/13/2019,1309.03,22.86,123.84
3/14/2019,1296.0325,22.25,122.41
3/15/2019,1301.13,22.3,122.97
3/18/2019,1303.45,22.05,123.04
3/19/2019,1306.3,22.13,123.38
3/20/2019,1312.235,22.63,124.18
3/21/2019,1309.205,22.75,123.68
3/22/2019,1313.13,22.78,123.97
3/25/2019,1321.8,23.26,124.92
3/26/2019,1315.42,23.35,124.3
3/27/2019,1309.46,23.01,123.65
3/28/2019,1290.15,22.41,121.9
3/29/2019,1291.9,22.42,122.01
4/1/2019,1287.415,21.96,121.53
4/2/2019,1292.75,22.1,121.98
4/3/2019,1289.655,22.07,121.8
4/4/2019,1292.125,22.5,122.11
4/5/2019,1291.3,22.43,121.98
4/8/2019,1297.165,22.69,122.51
4/9/2019,1303.885,22.82,123.15
4/10/2019,1307.795,22.62,123.53
4/11/2019,1292.345,22.25,121.95
4/12/2019,1290,22.21,121.83
4/15/2019,1287.635,22.22,121.6
4/16/2019,1276.17,21.81,120.51
4/17/2019,1273.74,21.66,120.28
4/18/2019,1275.01,21.34,120.37
4/19/2019,,,
4/22/2019,1274.675,20.98,120.37
4/23/2019,1272.15,20.82,120.12
4/24/2019,1274.96,21.02,120.47
4/25/2019,1276.95,20.87,120.57
4/26/2019,1285.85,21.3,121.37
4/29/2019,1279.55,20.84,120.83
4/30/2019,1283.35,20.89,121.2
5/1/2019,1276.355,20.52,120.4
5/2/2019,1270.29,20.17,119.94
5/3/2019,1278.9399,20.29,120.65
5/6/2019,1280.075,20.3,120.81
5/7/2019,1284.3,20.71,121.21
5/8/2019,1280.53,20.48,120.91
5/9/2019,1283.74,20.43,121.2
5/10/2019,1285.6,20.28,121.43
5/13/2019,1299.655,20.93,122.67
5/14/2019,1296.775,20.84,122.46
5/15/2019,1296.415,20.79,122.39
5/16/2019,1286.4,20.56,121.51
5/17/2019,1277.15,20.75,120.65
5/20/2019,1277.495,20.68,120.64
5/21/2019,1274.725,20.71,120.36
5/22/2019,1273.365,20.36,120.24
5/23/2019,1283.05,20.44,121.17
5/24/2019,1284.645,20.57,121.3
5/27/2019,1284.8,,
5/28/2019,1279.06,20.42,120.83
5/29/2019,1279.2,20.42,120.87
5/30/2019,1288.5,20.77,121.69
5/31/2019,1305.25,21.59,123.33
6/3/2019,1324.77,22.49,125.11
6/4/2019,1324.88,22.59,125.15
6/5/2019,1329.78,22.63,125.47
6/6/2019,1334.8,22.87,125.88
6/7/2019,1340.3,22.89,126.59
6/10/2019,1327.73,22.46,125.33
6/11/2019,1326.6625,22.59,125.18
6/12/2019,1333.16,22.96,125.83
6/13/2019,1341.95,23.24,126.6
6/14/2019,1341.33,23.33,126.56
6/17/2019,1339.285,23.46,126.48
6/18/2019,1346.08,23.67,127.12
6/19/2019,1359.87,24,127.89
6/20/2019,1387.78,25.05,131.11
6/21/2019,1398.65,25.21,131.98
6/24/2019,1419.15,26.17,133.94
6/25/2019,1422.85,25.63,134.2
6/26/2019,1408.35,25.52,132.97
6/27/2019,1409.28,25.33,132.84
6/28/2019,1409.1,25.56,133.2
7/1/2019,1384.0649,24.58,130.62
7/2/2019,1418.1949,25.55,133.41
7/3/2019,1418.54,25.65,133.63
7/4/2019,1415.19,,
7/5/2019,1399.55,25.39,132.14
7/8/2019,1395.2,25.42,131.29
7/9/2019,1397.8,25.65,131.75
7/10/2019,1418.8,26.2,133.83
7/11/2019,1403.6,25.94,132.7
7/12/2019,1415.495,26.21,133.53
7/15/2019,1413.68,26.18,133.53
7/16/2019,1405.93,26.05,132.4
7/17/2019,1426.6,27.09,134.58
7/18/2019,1446,28.25,136.48
7/19/2019,1424.91,27.98,134.47
7/22/2019,1424.72,28.19,134.45
7/23/2019,1416.99,27.87,133.69
7/24/2019,1425.8,28.15,134.37
7/25/2019,1414.13,27.43,133.42
7/26/2019,1418.31,27.28,133.64
7/29/2019,1426.6851,27.77,134.53
7/30/2019,1430.6,27.83,134.98
7/31/2019,1413.55,26.5,133.21
8/1/2019,1445.0551,27.85,136.41
8/2/2019,1440.455,27.77,135.89
8/5/2019,1463.6,28.6,137.79
8/6/2019,1473.87,28.67,138.91
8/7/2019,1500.8,29.26,141.02
8/8/2019,1500,29.77,141.73
8/9/2019,1496.84,29.36,141.26
8/12/2019,1511.155,29,142.63
8/13/2019,1501.14,28.45,141.78
8/14/2019,1516.085,28.41,142.75
8/15/2019,1522.955,28.73,143.7
8/16/2019,1513.75,28.28,142.78
8/19/2019,1495,27.93,141.11
8/20/2019,1506.85,28.85,142.21
8/21/2019,1502,28.7,141.76
8/22/2019,1498.6,28.49,141.4
8/23/2019,1526.1,29.64,144.17
8/26/2019,1526,29.64,144.19
8/27/2019,1542.395,30.56,145.57
8/28/2019,1538.8,30.41,145.16
8/29/2019,1527.4,29.66,144.12
8/30/2019,1519.85,29.86,143.75
9/2/2019,1530.34,,
9/3/2019,1546.7,30.37,145.75
9/4/2019,1552.35,30.95,146.66
9/5/2019,1519.1,29.31,143.14
9/6/2019,1506.7,28.48,141.92
9/9/2019,1498.65,27.73,141.39
9/10/2019,1485.5,27.51,140.18
9/11/2019,1497.3,27.72,141.03
9/12/2019,1498.7,27.27,141.32
9/13/2019,1488.45,26.64,140.15
9/16/2019,1497.9,27.29,141.32
9/17/2019,1502.2,28.12,141.6
9/18/2019,1493.65,27.62,140.71
9/19/2019,1499,28.1,141.28
9/20/2019,1516.75,28.69,142.95
9/23/2019,1521.865,29.16,143.75
9/24/2019,1531.8,29.49,144.51
9/25/2019,1503.75,28.43,141.83
9/26/2019,1505.6,28.11,141.79
9/27/2019,1496.56,27.45,141.06
9/30/2019,1472,26.71,138.87
10/1/2019,1478.58,26.92,139.63
10/2/2019,1499.26,27.41,141.26
10/3/2019,1504.75,27.25,141.9
10/4/2019,1504.35,27.87,141.9
10/7/2019,1493.35,27.58,140.69
10/8/2019,1505.26,28.36,141.92
10/9/2019,1505.3,28.05,142.05
10/10/2019,1494,28.05,140.81
10/11/2019,1489.45,26.97,140.03
10/14/2019,1492.8,27.07,140.59
10/15/2019,1480.92,26.19,139.61
10/16/2019,1489.37,26.71,140.41
10/17/2019,1491.64,27.08,140.61
10/18/2019,1489.7,27.12,140.46
10/21/2019,1484.25,26.58,139.79
10/22/2019,1487.65,26.54,140.2
10/23/2019,1491.85,26.81,140.53
10/24/2019,1503.25,27.52,141.53
10/25/2019,1504.33,27.74,141.86
10/28/2019,1492.4449,27.06,140.64
10/29/2019,1487.4,27.21,140.25
10/30/2019,1495.2,27.45,141.02
10/31/2019,1513.16,28.15,142.43
11/1/2019,1513.55,28.01,142.56
11/4/2019,1509.2367,27.52,142.15
11/5/2019,1484,26.97,139.85
11/6/2019,1490.3621,27.3,140.45
11/7/2019,1467.8219,26.49,138.27
11/8/2019,1458.407,26.23,137.39
11/11/2019,1455.6505,26.24,137.06
11/12/2019,1456.9449,26.59,137.43
11/13/2019,1462.9354,26.75,137.98
11/14/2019,1470.95,27,138.56
11/15/2019,1467.1169,26.74,138.21
11/18/2019,1470.7528,27.2,138.62
11/19/2019,1472.2814,27.23,138.69
11/20/2019,1471.1514,27.34,138.76
11/21/2019,1464.15,26.82,138
11/22/2019,1462.04,26.76,137.74
11/25/2019,1454.8738,26.2,137.08
11/26/2019,1461.2,26.78,137.74
11/27/2019,1454.25,26.66,137.01
11/28/2019,1458.0917,,
11/29/2019,1463.9,27.08,137.86
12/2/2019,1462.34,27.17,137.79
12/3/2019,1477.241,27.77,139.11
12/4/2019,1474.1,27.48,138.92
12/5/2019,1475.6029,27.62,139
12/6/2019,1459.5071,26.97,137.62
12/9/2019,1461.89,26.92,137.58
12/10/2019,1463.96,27.13,137.97
12/11/2019,1474.75,27.71,138.92
12/12/2019,1469.33,27.66,138.43
12/13/2019,1475.5586,27.72,139.05
12/16/2019,1476.0013,27.39,139.04
12/17/2019,1476.2,27.16,139.01
12/18/2019,1475.1862,27.45,139.02
12/19/2019,1479.0472,27.48,139.38
12/20/2019,1477.9497,27.13,139.52
12/23/2019,1485.27,27.77,139.95
12/24/2019,1498.81,28.66,141.27
12/25/2019,1498.6,,
12/26/2019,1511.2979,29.08,142.38
12/27/2019,1510.4167,28.87,142.33
12/30/2019,1515.123,29.49,142.63
12/31/2019,1517.01,29.28,142.9
1/1/2020,1516.89,,
