Date,XAU,GDX,GLD
3/8/2016,1260.71,19.42,120.58
3/9/2016,1252.56,19.51,119.58
3/10/2016,1271.06,20.38,121.5
3/11/2016,1248.06,19.98,119.41
3/14/2016,1234.9,19.12,117.87
3/15/2016,1232,19.53,117.96
3/16/2016,1262.7,20.86,120.59
3/17/2016,1257.15,20.43,120.13
3/18/2016,1254.59,20.61,119.8
3/21/2016,1243.29,20.57,118.96
3/22/2016,1248,20.58,119.31
3/23/2016,1219.8,19.03,116.61
3/24/2016,1216.19,19.46,116.33
3/25/2016,1216.1,,
3/28/2016,1220.65,19.42,116.6
3/29/2016,1241.8,20.54,118.76
3/30/2016,1224.45,20.23,117.1
3/31/2016,1231.95,19.97,117.64
4/1/2016,1222.11,20.12,116.93
4/4/2016,1214.65,19.53,116.15
4/5/2016,1230.69,20.13,117.66
4/6/2016,1221.85,20.15,116.94
4/7/2016,1240.29,20.78,118.61
4/8/2016,1240.01,21.44,118.43
4/11/2016,1257.55,22.7,120.03
4/12/2016,1255.56,22.88,120.05
4/13/2016,1242.76,22.25,118.77
4/14/2016,1227.01,21.6,117.11
4/15/2016,1233.66,22.2,117.92
4/18/2016,1231.15,22.18,117.74
4/19/2016,1250.1,23.26,119.58
4/20/2016,1243.3,22.84,118.97
4/21/2016,1248.46,23.25,119.42
4/22/2016,1231.91,22.59,117.89
4/25/2016,1237.5,22.46,118.23
4/26/2016,1242.59,22.99,118.7
4/27/2016,1245.7,23.24,119.04
4/28/2016,1266.08,24.2775,121.29
4/29/2016,1293.36,25.83,123.65
5/2/2016,1291.21,25.39,123.24
5/3/2016,1285.6,24.66,122.96
5/4/2016,1279.11,23.41,122.21
5/5/2016,1277.66,24.18,122.07
5/6/2016,1288.3,25.13,123.18
5/9/2016,1263.46,23.52,120.65
5/10/2016,1266,24.4,120.98
5/11/2016,1277.31,25.05,122.12
5/12/2016,1263.11,24.55,121.16
5/13/2016,1273.2,24.79,121.71
5/16/2016,1273.46,25.24,121.8
5/17/2016,1279.6,25.58,122.22
5/18/2016,1257.9,23.56,120.1
5/19/2016,1254.1,23.96,119.87
5/20/2016,1251.91,24.05,119.71
5/23/2016,1248.49,23.78,119.37
5/24/2016,1226.5,22.47,117.3
5/25/2016,1223.78,23.03,116.98
5/26/2016,1219.75,22.95,116.58
5/27/2016,1212.15,22.28,115.62
5/30/2016,1205.2,,
5/31/2016,1214.69,22.58,116.06
6/1/2016,1212.4,22.72,115.94
6/2/2016,1210.49,22.77,115.67
6/3/2016,1244.09,25.33,118.88
6/6/2016,1244.86,25.45,118.92
6/7/2016,1243.39,25.11,118.82
6/8/2016,1261.76,25.93,120.58
6/9/2016,1268.4,26.33,121.25
6/10/2016,1273.8,25.96,121.74
6/13/2016,1283.65,25.91,122.64
6/14/2016,1285.46,25.34,122.77
6/15/2016,1291.11,26.32,123.68
6/16/2016,1278.59,25.485,122.38
6/17/2016,1298.21,25.79,123.95
6/20/2016,1289.75,25.64,123.21
6/21/2016,1268.06,24.93,120.84
6/22/2016,1265.91,25.5,120.9
6/23/2016,1255.25,25.22,120.11
6/24/2016,1315.48,26.71,126.01
6/27/2016,1324.39,27.06,126.68
6/28/2016,1312.11,26.6,125.32
6/29/2016,1318.51,27.15,125.84
6/30/2016,1321.78,27.71,126.47
7/1/2016,1341.91,29.05,128.41
7/4/2016,1350.4,,
7/5/2016,1355.69,29.64,129.47
7/6/2016,1363.51,30.57,130.23
7/7/2016,1360.2,29.61,129.74
7/8/2016,1366.4,30.54,130.52
7/11/2016,1354.85,30.6,129.29
7/12/2016,1331.25,29.4,127.15
7/13/2016,1342.45,30.37,128.32
7/14/2016,1334.7,30.21,127.33
7/15/2016,1337.45,29.87,126.84
7/18/2016,1328.39,29.98,127.04
7/19/2016,1331.73,29.67,127.21
7/20/2016,1315.51,27.99,125.39
7/21/2016,1330.7,28.87,127.3
7/22/2016,1322.01,28.78,126.35
7/25/2016,1315.15,27.73,125.47
7/26/2016,1319.84,28.5,126
7/27/2016,1339.42,29.8,128.03
7/28/2016,1335.47,29.75,127.66
7/29/2016,1350.59,30.59,128.98
8/1/2016,1352.85,30.93,129.22
8/2/2016,1363.2,31.32,130.27
8/3/2016,1357.5,30.94,129.65
8/4/2016,1360.8,31.23,129.87
8/5/2016,1335.09,30.23,127.55
8/8/2016,1335.1,30.5,127.44
8/9/2016,1340.3101,30.76,127.96
8/10/2016,1346.27,31.3,128.56
8/11/2016,1338.39,31.04,127.67
8/12/2016,1335.71,31.05,127.4
8/15/2016,1338.91,30.86,127.84
8/16/2016,1345.7,30.81,128.47
8/17/2016,1348.1801,30.37,128.5
8/18/2016,1351.9301,30.75,129.11
8/19/2016,1341.22,29.96,127.97
8/22/2016,1338.27,29.46,127.78
8/23/2016,1337.35,29.02,127.76
8/24/2016,1323.25,26.97,126.34
8/25/2016,1321.2,27.31,126.23
8/26/2016,1320.85,27.18,126.05
8/29/2016,1323.01,27.24,126.3
8/30/2016,1310.65,25.9,125.03
8/31/2016,1308.45,25.49,124.78
9/1/2016,1313.47,26.42,125.29
9/2/2016,1324.65,27.35,126.57
9/5/2016,1326.33,,
9/6/2016,1349.5601,28.68,128.71
9/7/2016,1344.88,28.52,128.27
9/8/2016,1337.95,27.9,127.59
9/9/2016,1327.6899,26.41,126.75
9/12/2016,1327.15,27.04,126.59
9/13/2016,1318.61,26.06,125.75
9/14/2016,1322.6,26.01,126.18
9/15/2016,1313.8,26.18,125.37
9/16/2016,1310.0601,25.96,125.06
9/19/2016,1313.22,26.09,125.32
9/20/2016,1314.6,26.06,125.44
9/21/2016,1336.45,27.9,127.27
9/22/2016,1336.67,27.74,127.57
9/23/2016,1337.21,27.02,127.65
9/26/2016,1337.5601,26.78,127.55
9/27/2016,1327.14,26.28,126.62
9/28/2016,1321.23,26.91,126.22
9/29/2016,1320.05,26.69,126.07
9/30/2016,1315.8,26.43,125.64
10/3/2016,1311.45,25.96,125.32
10/4/2016,1267.8101,23.4,120.97
10/5/2016,1266.16,23.58,120.78
10/6/2016,1254.22,22.84,119.66
10/7/2016,1256.48,23,119.74
10/10/2016,1259.36,23.16,120.16
10/11/2016,1252.75,22.58,119.55
10/12/2016,1254.73,23.07,119.74
10/13/2016,1257.49,23.49,120.03
10/14/2016,1250.05,22.99,119.36
10/17/2016,1255.2,23.34,119.68
10/18/2016,1262.24,24.2,120.42
10/19/2016,1268.9,24.87,121.11
10/20/2016,1265.8,24.81,120.74
10/21/2016,1266.25,24.62,120.83
10/24/2016,1264.06,24.09,120.56
10/25/2016,1273.85,24.65,121.47
10/26/2016,1266.61,24.13,120.79
10/27/2016,1267.8,23.73,121.01
10/28/2016,1275.91,23.81,121.58
10/31/2016,1277.28,24.52,121.94
11/1/2016,1287.8,25.13,122.73
11/2/2016,1296.89,24.76,123.64
11/3/2016,1303.25,25.3,124.3
11/4/2016,1303.75,25.07,124.39
11/7/2016,1281.3199,24.08,122.15
11/8/2016,1275.26,23.96,121.64
11/9/2016,1277.8,24.59,121.56
11/10/2016,1259.6801,22.75,119.75
11/11/2016,1225.58,20.92,117.1
11/14/2016,1219.86,21.12,116.11
11/15/2016,1227.98,22.02,117.12
11/16/2016,1224.9,21.84,116.77
11/17/2016,1216.01,21.3,116.17
11/18/2016,1208.31,21.05,115.15
11/21/2016,1213.66,21.48,115.58
11/22/2016,1211.86,21.56,115.54
11/23/2016,1187.65,20.5,113.25
11/24/2016,1183.2,,
11/25/2016,1182.88,20.61,112.61
11/28/2016,1193.38,21.4,113.8
11/29/2016,1188.34,21.23,113.27
11/30/2016,1172.7,20.83,111.75
12/1/2016,1170.91,20.66,111.54
12/2/2016,1176.88,21.37,112.14
12/5/2016,1170.1801,21.33,111.54
12/6/2016,1169.64,21.2,111.43
12/7/2016,1173.9,21.44,111.83
12/8/2016,1170.46,21.46,111.57
12/9/2016,1157.75,20.67,110.4
12/12/2016,1162.12,20.75,110.82
12/13/2016,1157.96,21.04,110.45
12/14/2016,1144.12,19.89,108.83
12/15/2016,1128.34,18.99,107.34
12/16/2016,1133.99,19.08,108.05
12/19/2016,1138.66,19.08,108.59
12/20/2016,1131.8,19.13,107.79
12/21/2016,1131.41,19.09,107.85
12/22/2016,1128.6,19.07,107.59
12/23/2016,1133.11,19.34,107.93
12/26/2016,1133.56,,
12/27/2016,1138.85,19.87,108.56
12/28/2016,1142.05,20.24,108.86
12/29/2016,1158.24,21.75,110.29
12/30/2016,1151.46,20.92,109.61
1/2/2017,,,
1/3/2017,1158.8199,21.76,110.47
1/4/2017,1163.4,21.92,110.86
1/5/2017,1180.39,23.2,112.58
1/6/2017,1172.72,22.39,111.75
1/9/2017,1181.16,22.46,112.67
1/10/2017,1187.64,22.62,113.15
1/11/2017,1191.46,22.57,113.5
1/12/2017,1195.5601,22.62,113.91
1/13/2017,1197.26,22.74,114.21
1/16/2017,1202.8,,
1/17/2017,1216.46,23.36,115.85
1/18/2017,1203.54,23.01,114.87
1/19/2017,1204.76,22.88,114.77
1/20/2017,1209.56,23.12,115.05
1/23/2017,1217.38,23.81,115.79
1/24/2017,1208.74,23.83,115.27
1/25/2017,1200.22,23.47,114.32
1/26/2017,1188.49,22.87,113.26
1/27/2017,1191.21,23.22,113.49
1/30/2017,1194.96,23.15,113.97
1/31/2017,1210.51,23.93,115.55
2/1/2017,1209.11,23.85,115.2
2/2/2017,1215.8101,24.38,115.84
2/3/2017,1219.8,24.5,116.13
2/6/2017,1235.48,25.4,117.7
2/7/2017,1233.64,25.29,117.46
2/8/2017,1241.61,25.57,118.19
2/9/2017,1230.51,24.91,117.29
2/10/2017,1234.01,25.29,117.6
2/13/2017,1225.06,24.95,116.8
2/14/2017,1228.2,24.92,116.93
2/15/2017,1232.56,24.93,117.45
2/16/2017,1238.76,25.2,118.08
2/17/2017,1235.22,24.79,117.68
2/20/2017,1238,,
2/21/2017,1235.9,24.62,117.75
2/22/2017,1237.31,24.33,117.91
2/23/2017,1249.34,24.37,118.94
2/24/2017,1256.56,24.13,119.7
2/27/2017,1252.6801,22.84,119.12
2/28/2017,1248.52,22.85,119.23
3/1/2017,1248.86,22.98,119.06
3/2/2017,1234.72,21.93,117.58
3/3/2017,1234.22,22.2,117.51
3/6/2017,1225.56,21.64,116.72
3/7/2017,1215.5699,21.51,115.78
3/8/2017,1207.5,21.35,115.06
3/9/2017,1200.76,21.14,114.47
3/10/2017,1204.47,21.73,114.72
3/13/2017,1203.55,22,114.74
3/14/2017,1198.33,21.34,114.12
3/15/2017,1218.65,22.98,116.25
3/16/2017,1226.4,22.77,116.73
3/17/2017,1228.4,22.67,116.99
3/20/2017,1233.15,22.9374,117.5645
3/21/2017,1244.5,23.26,118.54
3/22/2017,1248.85,23.25,118.83
3/23/2017,1244.8,23.03,118.67
3/24/2017,1243.8,22.92,118.86
3/27/2017,1253.79,23.43,119.53
3/28/2017,1251.52,22.81,119.04
3/29/2017,1251.95,22.91,119.33
3/30/2017,1242.9,22.55,118.47
3/31/2017,1248.63,22.81,118.72
4/3/2017,1252.85,23.2,119.35
4/4/2017,1255.47,23.45,119.62
4/5/2017,1254.8,23.48,119.62
4/6/2017,1251.3,23.51,119.18
4/7/2017,1253.55,23.5,119.46
4/10/2017,1254.23,23.65,119.46
4/11/2017,1274.06,24.36,121.19
4/12/2017,1286.1,24.57,122.02
4/13/2017,1287.36,24.54,122.6
4/14/2017,1285.19,,
4/17/2017,1284.3,24.47,122.24
4/18/2017,1289.26,24.27,122.82
4/19/2017,1278.91,23.39,121.73
4/20/2017,1281.35,23.58,121.96
4/21/2017,1284,23.61,122.31
4/24/2017,1275.1801,23.2,121.48
4/25/2017,1263.36,22.22,120.25
4/26/2017,1268.65,22.26,120.84
4/27/2017,1263.7,21.81,120.39
4/28/2017,1267.65,22.23,120.77
5/1/2017,1256.3,21.69,119.67
5/2/2017,1256.79,21.74,119.65
5/3/2017,1237.97,21.51,117.98
5/4/2017,1227.25,21.1,116.79
5/5/2017,1227.59,21.55,117.01
5/8/2017,1225.8,21.54,116.75
5/9/2017,1220.9,21.52,116.05
5/10/2017,1218.65,21.93,116.04
5/11/2017,1224.35,22.37,116.5
5/12/2017,1228.33,22.72,116.83
5/15/2017,1230.21,22.8,117.14
5/16/2017,1236.4,22.96,117.65
5/17/2017,1260.35,23.37,119.79
5/18/2017,1246.55,22.65,118.81
5/19/2017,1255.05,22.86,119.4
5/22/2017,1260.06,23.16,119.9
5/23/2017,1250.76,22.64,119.14
5/24/2017,1258.1,22.97,119.61
5/25/2017,1255.36,22.71,119.48
5/26/2017,1266.66,22.94,120.54
5/29/2017,1266.6,,
5/30/2017,1262.71,22.59,120.14
5/31/2017,1268.09,22.69,120.62
6/1/2017,1265.26,22.6,120.72
6/2/2017,1279.58,22.76,121.61
6/5/2017,1279.45,22.74,121.73
6/6/2017,1293.5,23.8,123.1
6/7/2017,1286.41,23.65,122.45
6/8/2017,1278.5,23.22,121.65
6/9/2017,1265.9,22.83,120.54
6/12/2017,1265.02,22.74,120.36
6/13/2017,1265.35,22.97,120.48
6/14/2017,1260.68,22.22,119.82
6/15/2017,1253.5,22.1,119.32
6/16/2017,1253.13,22.06,119.34
6/19/2017,1242.75,21.93,118.43
6/20/2017,1242.81,21.8,118.18
6/21/2017,1246.05,22.11,118.52
6/22/2017,1250.21,22.36,118.92
6/23/2017,1256.4,22.74,119.43
6/26/2017,1243.95,22.56,118.36
6/27/2017,1246.97,22.26,118.81
6/28/2017,1248.82,22.43,118.9
6/29/2017,1245.24,21.95,118.32
6/30/2017,1241.2,22.08,118.02
7/3/2017,1220.36,21.48,116.09
7/4/2017,1223.6,,
7/5/2017,1226.45,21.76,116.52
7/6/2017,1224.65,21.49,116.47
7/7/2017,1212.8,21.21,115.28
7/10/2017,1213.95,21.51,115.47
7/11/2017,1217.31,21.64,115.62
7/12/2017,1219.5,21.74,116.03
7/13/2017,1216.95,21.5,115.82
7/14/2017,1228.58,21.8,116.77
7/17/2017,1233.9,21.98,117.29
7/18/2017,1241.96,22.14,118.11
7/19/2017,1240.37,22.18,118.08
7/20/2017,1244.24,22.32,118.24
7/21/2017,1254.4,22.41,119.26
7/24/2017,1254.86,22.05,119.31
7/25/2017,1248.55,22.27,118.92
7/26/2017,1260.6,22.84,119.88
7/27/2017,1258.5,22.57,119.79
7/28/2017,1268.75,22.91,120.69
7/31/2017,1269.05,22.86,120.75
8/1/2017,1268.55,22.83,120.65
8/2/2017,1266.2,22.77,120.4
8/3/2017,1268.15,22.7,120.59
8/4/2017,1257.85,22.32,119.65
8/7/2017,1257.31,22.2,119.51
8/8/2017,1260.24,22.25,119.86
8/9/2017,1277.15,22.6,121.31
8/10/2017,1286,23.08,122.21
8/11/2017,1288.81,23.15,122.79
8/14/2017,1281.86,22.83,121.92
8/15/2017,1271.38,22.56,120.98
8/16/2017,1282.71,23.08,121.87
8/17/2017,1287.61,23.03,122.49
8/18/2017,1284.1,22.93,122.3
8/21/2017,1290.83,23.31,122.76
8/22/2017,1284.33,23.09,122.21
8/23/2017,1289.6801,23.26,122.67
8/24/2017,1286.2,23.35,122.29
8/25/2017,1291.03,23.41,122.74
8/28/2017,1309.5,24.26,124.69
8/29/2017,1309.3,24.42,124.42
8/30/2017,1308.36,24.16,124.36
8/31/2017,1321.6,24.72,125.82
9/1/2017,1324.57,24.78,126.06
9/4/2017,1334.3,,
9/5/2017,1338.36,25.31,127.46
9/6/2017,1333.76,24.92,126.81
9/7/2017,1348.8,25.49,128.13
9/8/2017,1346.31,25.24,127.97
9/11/2017,1326.92,24.56,126.19
9/12/2017,1331.54,24.67,126.56
9/13/2017,1322.85,24.22,125.61
9/14/2017,1329.43,24.37,126.16
9/15/2017,1319.22,24.13,125.53
9/18/2017,1306.63,23.73,124.36
9/19/2017,1311.1801,23.85,124.62
9/20/2017,1301,23.5,123.62
9/21/2017,1291.01,23.21,122.68
9/22/2017,1296.98,23.47,123.24
9/25/2017,1310.15,23.83,124.53
9/26/2017,1293.51,23.35,123.14
9/27/2017,1280.72,22.99,121.98
9/28/2017,1286.91,23.16,122.21
9/29/2017,1279.1,22.96,121.58
10/2/2017,1270.72,23.05,120.77
10/3/2017,1271.6,23.28,120.83
10/4/2017,1274.31,23.42,121.17
10/5/2017,1267.65,23.22,120.52
10/6/2017,1275.3,23.59,121.09
10/9/2017,1283.9,23.74,122.08
10/10/2017,1287.46,23.57,122.4
10/11/2017,1291.7,23.8,122.79
10/12/2017,1293.4,23.72,122.89
10/13/2017,1304.47,23.84,123.82
10/16/2017,1294,23.46,122.97
10/17/2017,1284.81,23.42,122.13
10/18/2017,1280.77,23.33,121.67
10/19/2017,1289.4,23.44,122.39
10/20/2017,1280.33,23.23,121.61
10/23/2017,1281.6801,23.14,121.8
10/24/2017,1276.33,22.95,121.33
10/25/2017,1277.01,22.83,121.35
10/26/2017,1266.73,22.43,120.33
10/27/2017,1272.6,22.57,120.9
10/30/2017,1275.86,22.76,121.13
10/31/2017,1271.2,22.48,120.67
11/1/2017,1274.01,22.48,121.11
11/2/2017,1275.61,22.58,121.19
11/3/2017,1269.46,22.43,120.62
11/6/2017,1281.51,22.91,121.65
11/7/2017,1275.46,22.73,121.21
11/8/2017,1280.91,22.89,121.63
11/9/2017,1284.91,22.81,122.13
11/10/2017,1276.0601,22.52,121.13
11/13/2017,1277.61,22.56,121.31
11/14/2017,1280.63,22.59,121.56
11/15/2017,1278.41,22.65,121.41
11/16/2017,1278.4,22.6,121.4
11/17/2017,1294.33,22.79,122.86
11/20/2017,1276.63,22.54,121.31
11/21/2017,1280.41,22.72,121.51
11/22/2017,1292.05,22.92,122.63
11/23/2017,1290.9,,
11/24/2017,1287.83,22.83,122.32
11/27/2017,1294.4399,23.05,122.83
11/28/2017,1293.61,22.93,122.81
11/29/2017,1283.49,22.5,122.04
11/30/2017,1274.36,22.47,121.1
12/1/2017,1280.1899,22.49,121.59
12/4/2017,1276.14,22.2,121.18
12/5/2017,1266.15,21.97,120.32
12/6/2017,1263.86,21.69,120.07
12/7/2017,1246.3,21.58,118.49
12/8/2017,1247.76,21.68,118.48
12/11/2017,1241.87,21.51,118.01
12/12/2017,1243.46,21.42,118.15
12/13/2017,1255.37,22.16,119.17
12/14/2017,1252.78,22.07,118.93
12/15/2017,1255.1801,21.99,119.18
12/18/2017,1261.31,22.16,119.73
12/19/2017,1261.66,22.13,119.82
12/20/2017,1265.59,22.5,120.14
12/21/2017,1266.7,22.63,120.31
12/22/2017,1274.61,22.89,120.94
12/25/2017,1274.86,,
12/26/2017,1283.24,23.2,121.77
12/27/2017,1287.01,23.16,122.23
12/28/2017,1294.75,23.2,122.85
12/29/2017,1302.45,23.24,123.65
1/1/2018,,,
1/2/2018,1318.09,23.82,125.15
1/3/2018,1312.76,23.57,124.82
1/4/2018,1322.9,23.72,125.46
1/5/2018,1319.81,23.67,125.33
1/8/2018,1320.49,23.42,125.31
1/9/2018,1312.58,23.11,124.73
1/10/2018,1316.81,23.25,125.03
1/11/2018,1322.34,23.38,125.44
1/12/2018,1338.34,24.01,126.96
1/15/2018,1339.66,,
1/16/2018,1338.54,24.37,127.17
1/17/2018,1327.65,23.94,126.14
1/18/2018,1327.1,23.61,125.86
1/19/2018,1331.41,23.65,126.42
1/22/2018,1333.7,23.71,126.65
1/23/2018,1341.01,24.1,127.28
1/24/2018,1358.09,24.6,128.83
1/25/2018,1347.65,24.13,127.97
1/26/2018,1349.76,24.35,128.07
1/29/2018,1339.96,23.68,127.35
1/30/2018,1338.16,23.45,126.8
1/31/2018,1344.7,23.75,127.65
2/1/2018,1348.81,23.7,128.07
2/2/2018,1332.92,22.91,126.39
2/5/2018,1339.21,22.71,126.71
2/6/2018,1324.9301,22.11,125.38
2/7/2018,1318.11,21.8,124.79
2/8/2018,1318.88,21.68,124.98
2/9/2018,1316.64,21.68,124.77
2/12/2018,1322.83,21.97,125.37
2/13/2018,1329.47,22,126.08
2/14/2018,1350.6801,23.01,128.23
2/15/2018,1353.2,22.99,128.38
2/16/2018,1347.78,22.51,127.96
2/19/2018,1346.31,,
2/20/2018,1329.42,21.87,126.24
2/21/2018,1323.86,21.79,125.66
2/22/2018,1331.4301,21.73,126.3
2/23/2018,1328.87,21.97,126.14
2/26/2018,1333.1,22.18,126.45
2/27/2018,1318.14,21.49,125.13
2/28/2018,1317.66,21.35,125
3/1/2018,1316.16,21.57,124.72
3/2/2018,1322.17,21.49,125.39
3/5/2018,1319.95,21.65,125.18
3/6/2018,1334.06,22.01,126.53
3/7/2018,1325.49,21.57,125.72
3/8/2018,1321.96,21.65,125.42
3/9/2018,1323.64,21.57,125.54
3/12/2018,1322.66,21.76,125.54
3/13/2018,1326.02,21.67,125.78
3/14/2018,1324.6,21.73,125.7
3/15/2018,1315.86,21.45,124.9
3/16/2018,1313,21.43,124.6
3/19/2018,1316.56,21.51,124.87
3/20/2018,1310.81,21.27,124.31
3/21/2018,1331.8,21.86,126.48
3/22/2018,1328.58,21.5,125.98
3/23/2018,1346.76,22.12,127.61
3/26/2018,1353.06,22.44,128.28
3/27/2018,1344.31,21.99,127.49
3/28/2018,1324.61,21.66,125.73
3/29/2018,1324,21.98,125.79
3/30/2018,,,
4/2/2018,1340.96,22.23,127.26
4/3/2018,1332.45,21.91,126.3
4/4/2018,1332.96,21.87,126.45
4/5/2018,1326.15,21.97,125.8
4/6/2018,1332.89,22.07,126.39
4/9/2018,1335.87,21.98,126.82
4/10/2018,1339.1,22.26,127.12
4/11/2018,1352.91,22.75,128.11
4/12/2018,1335.08,22.47,126.62
4/13/2018,1345.01,22.89,127.45
4/16/2018,1345.54,22.8,127.63
4/17/2018,1346.91,22.93,127.75
4/18/2018,1348.92,22.98,127.85
4/19/2018,1345.1801,23.06,127.6
4/20/2018,1334.72,22.71,126.63
4/23/2018,1324,22.41,125.62
4/24/2018,1330.28,22.7,126.23
4/25/2018,1322.9399,22.5,125.41
4/26/2018,1316.88,22.59,124.97
4/27/2018,1321.89,22.73,125.5
4/30/2018,1314.95,22.28,124.59
5/1/2018,1303.6,22.31,123.71
5/2/2018,1304.46,22.38,123.65
5/3/2018,1311.24,22.65,124.28
5/4/2018,1314.65,22.65,124.54
5/7/2018,1313.92,22.65,124.57
5/8/2018,1314.08,22.68,124.59
5/9/2018,1312.4,22.63,124.33
5/10/2018,1321.01,22.95,125.18
5/11/2018,1317.6801,22.88,125
5/14/2018,1312.42,22.78,124.49
5/15/2018,1290.24,22.26,122.48
5/16/2018,1290.22,22.29,122.29
5/17/2018,1290,22.19,122.36
5/18/2018,1291.5,22.19,122.41
5/21/2018,1292.29,22.33,122.48
5/22/2018,1290.92,22.13,122.41
5/23/2018,1293,22.34,122.54
5/24/2018,1304.47,22.65,123.59
5/25/2018,1301.17,22.31,123.21
5/28/2018,1297.7,,
5/29/2018,1297.96,22.15,123.19
5/30/2018,1301.03,22.44,123.37
5/31/2018,1297.92,22.34,123.1
6/1/2018,1292.74,22.31,122.49
6/4/2018,1291.58,22.28,122.37
6/5/2018,1295.73,22.44,122.85
6/6/2018,1296,22.58,122.92
6/7/2018,1296.72,22.45,122.86
6/8/2018,1298,22.36,123.01
6/11/2018,1299.74,22.55,123.23
6/12/2018,1295.57,22.49,122.82
6/13/2018,1299.31,22.48,123.19
6/14/2018,1301.83,22.66,123.38
6/15/2018,1279,22.23,121.34
6/18/2018,1277.91,22.27,121.11
6/19/2018,1274.37,22.05,120.8
6/20/2018,1267.7,21.92,120.26
6/21/2018,1266.8101,21.91,120.05
6/22/2018,1268.49,22.18,120.34
6/25/2018,1265,22.01,119.89
6/26/2018,1258.64,21.95,119.26
6/27/2018,1251.62,21.81,118.58
6/28/2018,1247.88,21.93,118.22
6/29/2018,1252.25,22.31,118.65
7/2/2018,1241.58,22.08,117.46
7/3/2018,1252.4301,22.47,118.65
7/4/2018,1256.2,,
7/5/2018,1257.33,22.68,119.05
7/6/2018,1254.2,22.61,118.86
7/9/2018,1257.37,22.55,119.15
7/10/2018,1255.23,22.6,118.93
7/11/2018,1241.76,22,117.64
7/12/2018,1246.77,22.14,118.13
7/13/2018,1241,21.96,117.61
7/16/2018,1240.07,21.87,117.55
7/17/2018,1227.12,21.88,116.28
7/18/2018,1226.4301,21.86,116.31
7/19/2018,1222.4,21.58,115.81
7/20/2018,1231.37,21.78,116.56
7/23/2018,1224.15,21.33,116
7/24/2018,1224.15,21.62,116.04
7/25/2018,1231.16,21.8,116.68
7/26/2018,1222.27,21.39,115.77
7/27/2018,1222.97,21.32,115.83
7/30/2018,1221.3,21.27,115.65
7/31/2018,1223.41,21.28,115.99
8/1/2018,1215.49,21.11,115.14
8/2/2018,1207.56,20.94,114.52
8/3/2018,1213.03,21.16,114.92
8/6/2018,1206.1,20.9,114.33
8/7/2018,1210.64,20.66,114.59
8/8/2018,1213.2,20.76,114.91
8/9/2018,1211.97,20.71,114.74
8/10/2018,1210.85,20.56,114.69
8/13/2018,1193.24,19.98,112.96
8/14/2018,1193.63,19.77,113.07
8/15/2018,1174.28,18.6,111.19
8/16/2018,1173.5601,18.16,111.1
8/17/2018,1184.35,18.72,112.13
8/20/2018,1190.17,18.79,112.69
8/21/2018,1195.72,18.92,113.02
8/22/2018,1195.11,19.06,113.27
8/23/2018,1184.92,18.46,112.2
8/24/2018,1205.55,18.95,114.16
8/27/2018,1210.98,19.28,114.59
8/28/2018,1200.86,18.92,113.68
8/29/2018,1206.26,18.99,114.2
8/30/2018,1199.51,18.69,113.64
8/31/2018,1200.71,18.55,113.51
9/3/2018,1200.4,,
9/4/2018,1191,18.02,112.93
9/5/2018,1196.3,17.87,113.32
9/6/2018,1199.77,17.84,113.54
9/7/2018,1195.36,17.88,113.23
9/10/2018,1195.4301,17.61,113.15
9/11/2018,1197.55,17.57,113.22
9/12/2018,1205.45,18.11,114.17
9/13/2018,1200.7,18.09,113.76
9/14/2018,1193.31,17.98,113.02
9/17/2018,1200.53,18.32,113.61
9/18/2018,1197.61,18.43,113.44
9/19/2018,1203.58,18.75,113.88
9/20/2018,1206.76,18.93,114.27
9/21/2018,1199.09,18.78,113.49
9/24/2018,1198.48,18.8,113.47
9/25/2018,1200.91,18.85,113.65
9/26/2018,1194.0601,18.42,113.05
9/27/2018,1182.42,18.34,112.05
9/28/2018,1191.6899,18.52,112.76
10/1/2018,1187.73,18.55,112.57
10/2/2018,1202.6801,19.05,113.87
10/3/2018,1196.92,18.79,113.42
10/4/2018,1199.26,18.75,113.48
10/5/2018,1202.45,18.65,113.8
10/8/2018,1187.62,18.71,112.54
10/9/2018,1189.17,18.39,112.6
10/10/2018,1194.36,18.63,112.88
10/11/2018,1223.73,19.87,115.78
10/12/2018,1217.53,19.75,115.23
10/15/2018,1226.54,20.06,116
10/16/2018,1224.03,19.99,115.8
10/17/2018,1222.28,19.91,115.79
10/18/2018,1225.01,20,115.92
10/19/2018,1225.86,20.01,116.01
10/22/2018,1221.53,19.86,115.71
10/23/2018,1230.17,20.1,116.39
10/24/2018,1233.58,19.87,116.66
10/25/2018,1231.6,19,116.4
10/26/2018,1233.17,19.06,116.77
10/29/2018,1229.35,19.01,116.31
10/30/2018,1222.59,19.15,115.8
10/31/2018,1214.14,18.93,115.15
11/1/2018,1232.8,19.57,116.63
11/2/2018,1232.48,19.63,116.65
11/5/2018,1230.91,19.56,116.37
11/6/2018,1226.41,19.4,116.04
11/7/2018,1225.7,19.31,116.03
11/8/2018,1223.5,19.38,115.78
11/9/2018,1209.21,19.04,114.48
11/12/2018,1200.58,18.61,113.66
11/13/2018,1201.96,18.42,113.7
11/14/2018,1210.84,18.83,114.64
11/15/2018,1212.91,19.09,114.77
11/16/2018,1221.39,19.38,115.62
11/19/2018,1223.98,19.39,115.67
11/20/2018,1221.16,19.3,115.67
11/21/2018,1225.9399,19.81,115.86
