Date,AAPL,WMT
2019-06-26,48.823631286621094,105.25173950195312
2019-06-27,48.80897521972656,105.19439697265625
2019-06-28,48.364227294921875,105.5670394897461
2019-07-01,49.25126266479492,105.69123840332031
2019-07-02,49.53960418701172,106.6275634765625
2019-07-03,49.950138092041016,107.31548309326172
2019-07-05,49.906158447265625,106.99063873291016
2019-07-08,48.87739181518555,107.69768524169922
2019-07-09,49.175514221191406,107.85053253173828
2019-07-10,49.66179275512695,107.94609069824219
2019-07-11,49.30014419555664,108.84420776367188
2019-07-12,49.678897857666016,109.49390411376953
2019-07-15,50.14563751220703,109.85698699951172
2019-07-16,49.972129821777344,109.64676666259766
2019-07-17,49.69111633300781,109.49390411376953
2019-07-18,50.2556037902832,109.60856628417969
2019-07-19,49.505401611328125,108.82508850097656
2019-07-22,50.63679885864258,107.793212890625
2019-07-23,51.03266143798828,107.0957260131836
2019-07-24,50.991119384765625,107.00975799560547
2019-07-25,50.58792495727539,107.2199478149414
2019-07-26,50.76387023925781,107.98431396484375
2019-07-29,51.23793029785156,107.2677230834961
2019-07-30,51.01800537109375,107.06708526611328
2019-07-31,52.058990478515625,105.4619369506836
2019-08-01,50.93247604370117,104.50648498535156
2019-08-02,49.85484313964844,104.52559661865234
2019-08-05,47.245052337646484,101.10509490966797
2019-08-06,48.1394157409668,102.4905014038086
2019-08-07,48.63791275024414,103.37905883789062
2019-08-08,49.71066665649414,104.19517517089844
2019-08-09,49.301025390625,103.0046157836914
2019-08-12,49.175933837890625,101.02669525146484
2019-08-13,51.25844955444336,103.1294174194336
2019-08-14,49.73274612426758,101.9676513671875
2019-08-15,49.48500442504883,108.19901275634766
2019-08-16,50.6525764465332,108.48705291748047
2019-08-19,51.596954345703125,109.27436828613281
2019-08-20,51.59940719604492,107.58451080322266
2019-08-21,52.158668518066406,107.55569458007812
2019-08-22,52.11452102661133,107.45008850097656
2019-08-23,49.70575714111328,106.41312408447266
2019-08-26,50.65012741088867,107.52689361572266
2019-08-27,50.0786018371582,107.93975067138672
2019-08-28,50.41465377807617,108.22782135009766
2019-08-29,51.26826095581055,109.53360748291016
2019-08-30,51.20203399658203,109.7064208984375
2019-09-03,50.45634841918945,110.07128143310547
2019-09-04,51.31241989135742,111.29067993164062
2019-09-05,52.31564712524414,110.83940887451172
2019-09-06,52.31073760986328,110.15770721435547
2019-09-09,52.533966064453125,111.69393157958984
2019-09-10,53.1545524597168,111.42510223388672
2019-09-11,54.8446044921875,111.39629364013672
2019-09-12,54.721961975097656,112.26040649414062
2019-09-13,53.65739822387695,112.7500991821289
2019-09-16,53.93947982788086,110.9642333984375
2019-09-17,54.13570785522461,111.86675262451172
2019-09-18,54.64346694946289,112.49085998535156
2019-09-19,54.19949722290039,112.44285583496094
2019-09-20,53.407196044921875,112.31803131103516
2019-09-23,53.6500358581543,112.93252563476562
2019-09-24,53.394935607910156,113.68144989013672
2019-09-25,54.21665954589844,113.74864959716797
2019-09-26,53.93702697753906,113.58544158935547
2019-09-27,53.67456817626953,113.72945404052734
2019-09-30,54.93781661987305,113.95028686523438
2019-10-01,55.08989715576172,113.15335845947266
2019-10-02,53.70890808105469,111.49231719970703
2019-10-03,54.16514587402344,111.67472839355469
2019-10-04,55.68349838256836,113.45100402832031
2019-10-07,55.695762634277344,112.55806732177734
2019-10-08,55.04328918457031,112.89411926269531
2019-10-09,55.68840408325195,114.19031524658203
2019-10-10,56.438995361328125,114.84321594238281
2019-10-11,57.940181732177734,115.44810485839844
2019-10-14,57.856781005859375,114.42073822021484
2019-10-15,57.721866607666016,114.76640319824219
2019-10-16,57.48884201049805,114.66079711914062
2019-10-17,57.71205520629883,115.06404876708984
2019-10-18,57.98924255371094,114.39195251464844
2019-10-21,58.99492645263672,114.96803283691406
2019-10-22,58.86002731323242,114.81441497802734
2019-10-23,59.649845123291016,114.59358215332031
2019-10-24,59.74797058105469,114.35354614257812
2019-10-25,60.483848571777344,114.29595184326172
2019-10-28,61.08971405029297,114.4687728881836
2019-10-29,59.67683029174805,112.48126220703125
2019-10-30,59.66947555541992,113.39340209960938
2019-10-31,61.018577575683594,112.58687591552734
2019-11-01,62.75033187866211,112.93252563476562
2019-11-04,63.16242599487305,112.88451385498047
2019-11-05,63.07167053222656,114.12310791015625
2019-11-06,63.09864044189453,114.73760223388672
2019-11-07,63.82688522338867,115.43850708007812
2019-11-08,64.00157165527344,114.67998504638672
2019-11-11,64.50838470458984,114.29595184326172
2019-11-12,64.4493408203125,114.37275695800781
2019-11-13,65.06686401367188,116.15862274169922
2019-11-14,64.61663818359375,115.8417739868164
2019-11-15,65.38423919677734,114.13270568847656
2019-11-18,65.71391296386719,115.45771789550781
2019-11-19,65.51463317871094,115.11205291748047
2019-11-20,64.75193786621094,114.3823471069336
2019-11-21,64.46163177490234,115.083251953125
2019-11-22,64.4050521850586,114.60317993164062
2019-11-25,65.53431701660156,114.18072509765625
2019-11-26,65.0225830078125,114.4399642944336
2019-11-27,65.8959732055664,114.027099609375
2019-11-29,65.75082397460938,114.34393310546875
2019-12-02,64.99058532714844,114.52635192871094
2019-12-03,63.831809997558594,113.940673828125
2019-12-04,64.39521026611328,113.95988464355469
2019-12-05,65.33995819091797,114.4421157836914
2019-12-06,66.60208129882812,115.52230072021484
2019-12-09,65.66963958740234,115.11722564697266
2019-12-10,66.0534439086914,114.9050521850586
2019-12-11,66.61682891845703,114.77002716064453
2019-12-12,66.7865982055664,115.50300598144531
2019-12-13,67.69442749023438,116.01417541503906
2019-12-16,68.85321044921875,116.25528717041016
2019-12-17,68.98853302001953,116.9689712524414
2019-12-18,68.8237075805664,115.59944915771484
2019-12-19,68.892578125,115.81163787841797
2019-12-20,68.74988555908203,116.01417541503906
2019-12-23,69.87178802490234,114.79895782470703
2019-12-24,69.9382095336914,115.26190185546875
2019-12-26,71.32579040527344,115.27153778076172
2019-12-27,71.29873657226562,115.33905029296875
2019-12-30,71.7219009399414,115.15580749511719
2019-12-31,72.24592590332031,114.61571502685547
